dataset,dataset_path,k,metric,scaled,weighted,counterfactual_rmse,control_counterfactual_rmse,treated_counterfactual_rmse,pehe,ate_hat,ate_true,ate_abs_error
ihdp_npci_1_noisy_drop_12.csv,C:\Users\hieuv\Code\452_proj\csds452_project_spring_2026\experiments\knn_counterfactual\noisy\both_noise\ihdp_npci_1_noisy_drop_12.csv,5,euclidean,True,False,1.1904203951804733,1.1420912339924096,1.3820947105022388,1.1590439599386584,4.077279319704033,4.016066896118338,0.061212423585694786
ihdp_npci_1_noisy_drop_15.csv,C:\Users\hieuv\Code\452_proj\csds452_project_spring_2026\experiments\knn_counterfactual\noisy\both_noise\ihdp_npci_1_noisy_drop_15.csv,5,euclidean,True,False,1.3458938252084047,1.2240648772115208,1.7835192318883812,1.2564524199621245,4.0470873181538,4.016066896118338,0.031020422035461515
ihdp_npci_1_noisy_drop_3.csv,C:\Users\hieuv\Code\452_proj\csds452_project_spring_2026\experiments\knn_counterfactual\noisy\both_noise\ihdp_npci_1_noisy_drop_3.csv,5,euclidean,True,False,1.2046249571614507,1.171160224835761,1.3412248996749208,1.1627383260400848,4.059923969705375,4.016066896118338,0.04385707358703694
ihdp_npci_1_noisy_drop_6.csv,C:\Users\hieuv\Code\452_proj\csds452_project_spring_2026\experiments\knn_counterfactual\noisy\both_noise\ihdp_npci_1_noisy_drop_6.csv,5,euclidean,True,False,1.1835225299783547,1.156656922862872,1.294498662065042,1.1608131036500349,4.025662331633975,4.016066896118338,0.009595435515636908
ihdp_npci_1_noisy_drop_9.csv,C:\Users\hieuv\Code\452_proj\csds452_project_spring_2026\experiments\knn_counterfactual\noisy\both_noise\ihdp_npci_1_noisy_drop_9.csv,5,euclidean,True,False,1.2238099868866292,1.166670421148169,1.4474714952989007,1.191310028532773,4.0599334366372695,4.016066896118338,0.04386654051893135
