replica,status,pehe,ate_error,att_error,policy_value,cf_rmse,control_cf_rmse,treated_cf_rmse
ihdp_npci_1.csv,ok,1.0609799055957783,0.01365449583640288,0.10563607237176331,0.9799196787148594,1.0959847680073698,1.0647517851082984,1.2232637723784903
ihdp_npci_10.csv,ok,2.9893335064775215,0.22242178589562211,0.1736061632953474,0.9491298527443106,3.0351380503660015,1.087616187120149,6.6582573797557325
ihdp_npci_2.csv,ok,1.0852283299380638,0.04228880151068548,0.07166111749806481,0.9946452476572959,1.1132998684766355,1.086646083035862,1.2230781857235293
ihdp_npci_3.csv,ok,1.070444339508022,0.019082742794624963,0.012172721008830045,0.9973226238286479,1.030935954793408,0.9967902646321809,1.1686245825696602
ihdp_npci_4.csv,ok,1.2303777442229218,0.0968478047176955,0.03218775764895421,0.9732262382864793,1.2326746614519009,1.0843524768378763,1.7385967973651355
ihdp_npci_5.csv,ok,1.3910382791865394,0.02288415841887126,0.02198976066258762,0.9544846050870147,1.4494065377264553,1.1126953216063387,2.4236883889027117
ihdp_npci_6.csv,ok,1.0255020833891717,0.1389913292813283,0.23830886486751268,0.9906291834002677,1.092348724572886,1.038095615957442,1.3033796138213374
ihdp_npci_7.csv,ok,1.05320695169863,0.1654033389934666,0.09490084468337479,1.0,1.0809740856102272,1.0790428553463334,1.0893812425184513
ihdp_npci_8.csv,ok,1.2326875004191638,0.09033267039812642,0.097631778162107,0.9665327978580991,1.1825272624512035,1.1029764011694847,1.4810950454944605
ihdp_npci_9.csv,ok,7.584624242200078,0.7955175237119487,3.949318109949993,0.9611780455153949,7.533576387476575,1.085681929734956,17.31618006132344
